# One row per dispatched fleet member per run. DERIVED, NOT AUTHORED: every row
# is produced by skills/fleet/scripts/member-outcomes.mjs from the harness's own
# subagent transcripts. Re-running the scraper REPLACES rows in place, and the
# whole file may be regenerated when the role classifier changes.
#
# NEVER hand-edit a row, and never add a column that a human must fill. A
# hand-entered value cannot survive a regeneration, which is exactly why the
# verdicts live in tier-outcomes.tsv instead. See
# docs/specs/2026-08-27-fleet-member-outcomes-instrumentation-design.md.
#
# BLANK MEANS UNKNOWN, never zero and never "no". `effort` is blank for models
# that carry no effort control; `ticket`/`pr` are blank when the member name
# does not identify one (merge-bot's number is a WAVE).
#
# `agent` is an OPAQUE JOIN KEY — the member's transcript stem, relative to the
# session's subagents/ dir, used so a re-scrape REPLACES a row instead of
# duplicating it. It is not for display, not for grouping, and not domain data.
# Group on session, role, member and model. It is unique WITHIN A SESSION, which
# is all the key needs — it is NOT globally unique, because a NAMED member's
# stem is derived from its name and so repeats across sessions. Joining on
# `agent` alone merges unrelated members.
#
# THE POPULATION IS BOTH TRANSCRIPT DEPTHS. A directly-dispatched member writes
# subagents/agent-<id>.jsonl; a Workflow's fan-out writes
# subagents/workflows/wf_<id>/agent-<id>.jsonl. Both are scraped, and the nested
# half is roughly as large as the flat one. It is mostly review specialists, and
# workflows/review-pr.js pins model: "sonnet" on three of its six dimensions —
# so it is where model VARIES. Filtering it out silently re-creates the sampling
# bug this file was corrected for.
#
# SUPERSEDED GENERATIONS ARE A SEPARATE POPULATION. Rows carrying an older
# generation (claude-opus-4-7, claude-opus-4-8) must never be pooled with the
# current one under an "opus" label, and never read as a cheaper tier: pricing
# falls with each generation, so an older Opus is not cheaper than the current
# one and an older Sonnet is dearer. Pooling inverts the cost ordering this
# file exists to measure.
#
# TOKEN COLUMNS ARE PER-TURN, folded on the transcript's message.id. One
# assistant turn is written as several jsonl lines, one per content block, each
# repeating the same usage object — so summing per LINE overcounted
# cache_creation by 176% and `turns` by 141%, unevenly across models. board.mjs
# folds the same way; the two must not drift apart. `tokens_out` is the max
# across a turn's lines, because output_tokens is a streaming snapshot.
#
# There is no `errored` column. Transcript torn-ness is a property of WHEN the
# scraper ran, not of the member — it flips back on the next re-scrape — so it
# is reported on stderr and never stored. A member that stalled or hit a
# terminal API failure leaves a syntactically complete file and is
# indistinguishable here. Whether the work was any good is a verdict, and
# verdicts live in tier-outcomes.tsv, joined on `pr`.
#
# A within-run PAIR — the only unconfounded comparison — is a session+role that
# ran more than one model. Nothing is labelled; the pairing is a query:
#   awk -F'\t' '!/^#/ {k=$1 FS $3; if (!(k FS $5 in s)) {s[k FS $5]; n[k]++}} \
#     END{for (k in n) if (n[k] > 1) print k}' docs/metrics/member-outcomes.tsv
#
# Rows by model:
#   awk -F'\t' '!/^#/ {n[$5]++} END{for (k in n) print n[k], k}' docs/metrics/member-outcomes.tsv
#
# session	run_date	role	member	model	effort	ticket	pr	tokens_cache_create	tokens_out	wall_s	turns	agent
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			27406	2472	47	5	workflows/wf_81d3f26c-78a/agent-a430aa0dee956ac2f
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			31795	3159	61	7	workflows/wf_81d3f26c-78a/agent-a51c0ba4af621b526
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			93655	37040	615	30	workflows/wf_81d3f26c-78a/agent-a569978ce43a9fb20
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			98175	41412	702	50	workflows/wf_81d3f26c-78a/agent-a5b807cb3a53351f5
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			16698	1912	36	5	workflows/wf_81d3f26c-78a/agent-a710796068c7cb40d
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-haiku-4-5-20251001				22498	1607	55	9	workflows/wf_81d3f26c-78a/agent-a712c7367e5b54faa
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			26216	1545	32	4	workflows/wf_81d3f26c-78a/agent-acd86186373d672f8
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			17742	2996	56	6	workflows/wf_81d3f26c-78a/agent-af0cbe6bf3f07c98a
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-haiku-4-5-20251001				21551	2116	45	5	workflows/wf_d26e6272-f81/agent-a1d6e1635637c835d
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			75242	18063	406	17	workflows/wf_d26e6272-f81/agent-a2c68ccb5ec300270
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			81160	24134	422	28	workflows/wf_d26e6272-f81/agent-a5d29701a4c115115
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			14778	1438	33	4	workflows/wf_d26e6272-f81/agent-a6cb13119c83ee4d2
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			30481	1488	56	5	workflows/wf_d26e6272-f81/agent-ac927ae96b89684a1
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			14937	1278	24	3	workflows/wf_d26e6272-f81/agent-ae039e742c68bdcd9
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			30175	1850	35	5	workflows/wf_d26e6272-f81/agent-af4715a746b49ed66
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	high			71022	16923	356	27	workflows/wf_f2ce85c9-f05/agent-a0c360356c357fbac
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	high			59122	12097	383	17	workflows/wf_f2ce85c9-f05/agent-a16e130e10d4a436d
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:code-simplifier	claude-opus-5	high			33174	9180	353	14	workflows/wf_f2ce85c9-f05/agent-a2487a1f1d17fed12
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:type-design-analyzer	claude-sonnet-5	high			54101	9014	248	16	workflows/wf_f2ce85c9-f05/agent-a2a70ec8f547a8990
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-haiku-4-5-20251001				22395	2205	43	5	workflows/wf_f2ce85c9-f05/agent-a35b8106ed0a0654b
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			15836	524	28	3	workflows/wf_f2ce85c9-f05/agent-a4150d3f1a39fff97
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			19485	1027	37	4	workflows/wf_f2ce85c9-f05/agent-a420457ebd909ba80
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			17787	1760	51	6	workflows/wf_f2ce85c9-f05/agent-a760e6582c80265c6
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	high			48198	14211	373	32	workflows/wf_f2ce85c9-f05/agent-a876396294869fd12
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			16472	714	38	5	workflows/wf_f2ce85c9-f05/agent-a893ce2637c4e37c2
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			15902	1264	27	5	workflows/wf_f2ce85c9-f05/agent-a9db5e61f97c874b9
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			22408	3243	103	11	workflows/wf_f2ce85c9-f05/agent-aa833c5451fa9c334
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			16083	1320	27	3	workflows/wf_f2ce85c9-f05/agent-aa90aaf7fba0ba8ff
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			14141	920	20	3	workflows/wf_f2ce85c9-f05/agent-adb07c5b65d918ff1
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			16085	1790	35	4	workflows/wf_f2ce85c9-f05/agent-aed1ce2c4e4739903
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	workflow-subagent	claude-opus-5	low			30565	1737	55	4	workflows/wf_f2ce85c9-f05/agent-af0e497359de8e8df
3ecc47a1-315c-44ea-90b3-73d0e6183577	2026-08-10	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	high			55042	15290	341	18	workflows/wf_f2ce85c9-f05/agent-af9728087cd985883
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				20478	4741	65	5	agent-a066bd926fdccdc24
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			30673	7066	300	7	agent-a1270c320e6086513
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				9541	4378	61	5	agent-a18e1352c963852fd
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			0	3864	41	1	agent-a26bd84622869f426
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			50197	13780	359	29	agent-a35a5a0af697780c5
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			0	2886	31	1	agent-a3afd16ffa2a453ff
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			59628	3054	576	6	agent-a4885d20d3e4da810
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				18111	2203	33	3	agent-a68f61e1615ce9c42
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			102489	39515	807	49	agent-a6b000afafe110e02
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			38828	9739	160	8	agent-a7c2bcf8fd5dc78ea
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			11704	1685	20	1	agent-a7c9ad09e8a30999d
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				17661	2132	32	5	agent-a7d67578574a8b615
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				25008	7730	111	6	agent-a7f1fee3c089d0eda
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				8004	2970	37	3	agent-a83366e0c3bd64d82
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			0	219	5	1	agent-a86f55fffb3aba6a9
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			11822	819	11	1	agent-a8cbaed75565dff63
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			41757	9979	156	9	agent-aa6cae642b763739e
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			11647	2657	32	1	agent-ab5a452d906432be9
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			11710	2205	24	1	agent-abcc7772f8a1711b5
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			34233	4413	383	11	agent-abd0dae7f090f97fe
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			11596	494	7	1	agent-ac3f2e43ad583ec7d
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				7101	1973	31	3	agent-acfa7d77df3a96cdd
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-housekeeper	claude-opus-5	xhigh			58367	7753	139	7	agent-ad7fdc25d8627ae25
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-opus-5	xhigh			34451	9344	350	12	agent-ad9e8b87155cbf7f0
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			0	845	10	1	agent-adf97702011e88f3f
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			28008	2552	28	1	agent-adfe6cc7346b34671
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	general-purpose	claude-sonnet-5	xhigh			11688	2	11	1	agent-ae3a080ac64c9d731
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				21612	2842	53	5	agent-aee4fdbbedbc9f14c
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	memory	memory-proxy	claude-haiku-4-5-20251001				7643	2108	36	3	agent-af61e9e897fe41ce5
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	finisher	finisher-pr-440	claude-opus-5	xhigh		440	31435	4289	89	7	agent-afinisher-pr-440-519c956fa67ee9c6
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	finisher	finisher-pr-441	claude-opus-5	xhigh		441	42821	4593	95	8	agent-afinisher-pr-441-86c2223e4a4ee786
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	finisher	finisher-pr-442	claude-opus-5	xhigh		442	27616	3394	73	6	agent-afinisher-pr-442-55994b3d179a2b7c
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	reviewer	fix-pr-440	claude-opus-5	xhigh		440	254570	47515	1093	46	agent-afix-pr-440-e36590e83d706f8b
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	reviewer	fix-pr-441	claude-opus-5	xhigh		441	593942	48246	990	39	agent-afix-pr-441-1fac77a8e5443f1e
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	reviewer	fix-pr-442	claude-opus-5	xhigh		442	309182	23723	1101	30	agent-afix-pr-442-7246650488560404
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	implementer	impl-149	claude-sonnet-5	xhigh	149		674556	81232	1230	57	agent-aimpl-149-f6a55b402fd7a680
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	implementer	impl-172	claude-opus-5	xhigh	172		108630	33289	725	30	agent-aimpl-172-c08e033535c602de
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	implementer	impl-201	claude-opus-5	xhigh	201		55308	19870	459	22	agent-aimpl-201-13858a68230ce16a
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	merge-bot	merge-bot-1	claude-opus-5	xhigh			36497	7703	167	13	agent-amerge-bot-1-ddaf3753caf36b5b
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	merge-bot	merge-bot-2	claude-opus-5	xhigh			42480	7705	332	20	agent-amerge-bot-2-944c08a658726392
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	merge-bot	merge-bot-3	claude-opus-5	xhigh			62771	17408	388	24	agent-amerge-bot-3-79f4ce0ff5728e10
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			25181	3418	66	7	workflows/wf_cdb5752c-0e7/agent-a03500eb28d646a00
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			29007	6177	104	11	workflows/wf_cdb5752c-0e7/agent-a0adacf3c7d40cdb4
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			188471	31624	1212	33	workflows/wf_cdb5752c-0e7/agent-a18bec146748253c2
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			100911	34230	669	36	workflows/wf_cdb5752c-0e7/agent-a2ef39b3aa45df6e7
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-haiku-4-5-20251001				21855	1942	53	13	workflows/wf_cdb5752c-0e7/agent-a362953f95d25462f
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			20342	1550	32	4	workflows/wf_cdb5752c-0e7/agent-a4f05443877ddd30f
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			22325	1571	32	4	workflows/wf_cdb5752c-0e7/agent-a6f80f9025209981e
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			20980	2516	44	4	workflows/wf_cdb5752c-0e7/agent-a76b1a90431a4bf0c
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			19629	1437	52	6	workflows/wf_cdb5752c-0e7/agent-a7f3854f181677899
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			29451	1776	41	6	workflows/wf_cdb5752c-0e7/agent-a7fb536472d3098d3
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			15767	1948	42	5	workflows/wf_cdb5752c-0e7/agent-a8e8bd972c2b2d4f3
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			23753	3511	65	7	workflows/wf_cdb5752c-0e7/agent-ab2cd14d668f424aa
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			122519	35433	732	49	workflows/wf_cdb5752c-0e7/agent-ac4d929d1ec5c455c
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			34749	6899	117	10	workflows/wf_cdb5752c-0e7/agent-acd7254e1c7fc8230
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			16874	982	22	3	workflows/wf_cdb5752c-0e7/agent-ad4a7c57004da2ca8
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			32851	2555	58	6	workflows/wf_cdb5752c-0e7/agent-af0b597e68c5960e6
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			21616	2775	53	4	workflows/wf_cdb5752c-0e7/agent-af4aa476f9e456b39
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			16990	1393	29	4	workflows/wf_cdb5752c-0e7/agent-af977440033b60318
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-haiku-4-5-20251001				21808	2665	55	11	workflows/wf_e0e79559-3c6/agent-a028d7b441278b27b
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:pr-test-analyzer	claude-sonnet-5	xhigh			113141	39424	729	56	workflows/wf_e0e79559-3c6/agent-a19c9ed0affec49f2
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			33103	3121	164	10	workflows/wf_e0e79559-3c6/agent-a1a3ab661d8a092ce
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			229726	27543	418	34	workflows/wf_e0e79559-3c6/agent-a5e491e86d779af45
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			21206	3664	66	8	workflows/wf_e0e79559-3c6/agent-a5f45abff027e96f5
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			21275	2677	165	10	workflows/wf_e0e79559-3c6/agent-a79426ab8af43c584
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			16228	1124	31	5	workflows/wf_e0e79559-3c6/agent-abf15175a68e0b552
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			169641	29307	647	25	workflows/wf_e0e79559-3c6/agent-ae0ff8b75f1de9d52
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-haiku-4-5-20251001				21642	2555	53	10	workflows/wf_f2547c82-c7e/agent-a4857ec6fd0db2a58
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			28885	1432	28	4	workflows/wf_f2547c82-c7e/agent-a69eeadd1cfb83d26
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			52038	13803	368	19	workflows/wf_f2547c82-c7e/agent-ad0dfb6273c4f869b
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	xhigh			54114	13974	350	12	workflows/wf_f2547c82-c7e/agent-ad1912216ab583060
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	pr-review-toolkit:comment-analyzer	claude-sonnet-5	xhigh			56545	8865	278	19	workflows/wf_f2547c82-c7e/agent-ad5189ab1cee11dbf
3eebed7e-b7dc-43f4-930c-7a64e7ffa438	2026-08-13	specialist	workflow-subagent	claude-opus-5	low			17890	1810	32	4	workflows/wf_f2547c82-c7e/agent-aedc01b9a11af696e
3f2d7fb6-1651-49c9-8794-5e4458811fb7	2026-08-18	memory	memory-proxy	claude-haiku-4-5-20251001				8264	2911	42	5	agent-a0c69825d4b5093fe
3f2d7fb6-1651-49c9-8794-5e4458811fb7	2026-08-18	memory	memory-housekeeper	claude-opus-5	xhigh			129406	8711	165	8	agent-a11af6858895e52e6
3f2d7fb6-1651-49c9-8794-5e4458811fb7	2026-08-18	memory	memory-proxy	claude-haiku-4-5-20251001				35289	17734	287	4	agent-a91b4909ff7f6b482
3f2d7fb6-1651-49c9-8794-5e4458811fb7	2026-08-18	memory	memory-proxy	claude-haiku-4-5-20251001				21190	2501	45	4	agent-ab6fb8248d39a8419
3f2d7fb6-1651-49c9-8794-5e4458811fb7	2026-08-18	memory	memory-proxy	claude-haiku-4-5-20251001				19895	3405	46	3	agent-accad9829b0dc5999
3fe3fb1c-bbb0-4b6b-be7f-b33b0cf6a0b4	2026-08-21	memory	memory-housekeeper	claude-opus-4-7	xhigh			40641	3885	67	4	agent-a7687b0ee39e38b4e
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	memory	memory-housekeeper	claude-opus-5	xhigh			63346	11450	232	9	agent-a27e070daed6a586e
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	memory	memory-proxy	claude-haiku-4-5-20251001				12671	3823	70	5	agent-a2bca2f68880a4ce6
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	memory	memory-proxy	claude-haiku-4-5-20251001				25921	6525	109	4	agent-a2c8fa184fe1a0c0d
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	specialist	pr-review-toolkit:silent-failure-hunter	claude-opus-5	xhigh			87261	25153	409	15	agent-a32614199a1b42f51
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	specialist	pr-review-toolkit:pr-test-analyzer	claude-opus-5	xhigh			83074	28419	406	13	agent-a45c4c8a30a84ed91
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	memory	memory-proxy	claude-haiku-4-5-20251001				6821	1823	37	4	agent-a5de0bc972ae61a9a
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	specialist	pr-review-toolkit:comment-analyzer	claude-opus-5	xhigh			58957	23775	383	13	agent-a95c699701fc304c4
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	specialist	pr-review-toolkit:code-reviewer	claude-opus-5	xhigh			79490	18066	361	12	agent-a9db234c9a4ecb2fd
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	memory	memory-proxy	claude-haiku-4-5-20251001				21143	11818	195	7	agent-a9db69deff4c18031
419d735d-d527-4c17-b7a8-4b2009212509	2026-08-06	memory	memory-proxy	claude-haiku-4-5-20251001				13524	6627	95	5	agent-afe23894d734fe73c
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			58477	3803	961	25	agent-a005ee048669ed6db
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			31087	1409	218	11	agent-a12cd29666e576190
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	pr-review-toolkit:comment-analyzer	claude-opus-5	high			66925	2515	328	17	agent-a2af74274648351a9
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			164502	7249	1554	36	agent-a31fc5bd8eba7429e
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			58033	2414	736	33	agent-a3add644ab588bd2b
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			49965	2253	345	26	agent-a3c626f9942c371db
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			58797	2919	278	18	agent-a41a729e1a0eb30de
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			62785	1608	281	22	agent-a8abdf51148d94828
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			61440	4483	166	14	agent-aa70880f2e7879e46
449b7161-729d-4c60-94ee-80a345e5d2f9	2026-09-01	specialist	general-purpose	claude-opus-5	high			143832	5332	1629	27	agent-ab37ed7465b631043
